"Fiscal Year","Employer","Initial Approvals","Initial Denials","Continuing Approvals","Continuing Denials","NAICS","Tax ID","State","City","ZIP"
"2019","CD BIOSCIENCES INC D/B/A CREATIVE","1","0","0","0","54","1097","NY","SHIRLEY","11967"
"2019","EFT ANALYTICS INC","1","0","0","0","54","1410","NY","NEW YORK","10118"
"2019","40 NORTH MANAGEMENT LLC","0","0","1","0","54","3244","NY","NEW YORK","10019"
"2019","PHILADELPHIA SCIENTIFIC LLC","1","0","0","0","33","4567","PA","MONTGOMERYVILLE","18936"
"2019","ZOLLNER ELECTRONICS INC","1","0","0","0","33","5026","CA","MILPITAS","95035"
"2019","L NUTRA INC","1","0","0","0","54","5974","CA","LOS ANGELES","90048"
"2019","TECKPERT LLC","1","0","0","0","54","7450","FL","MIAMI","33145"
"2019","INTEGRAL CONTRACTING INC","0","0","1","0","54","8330","NY","NEW YORK","10018"
"2019","DMITRIY GOYKHMAN CPA PC","1","0","0","0","54","2393","NY","NEW YORK","10018"
"2019","TANIUS TECHNOLOGY LLC","2","0","0","0","52","3441","CA","ALAMO","94507"
"2019","LUTHERAN MEDICAL GROUP LLC","0","1","2","0","62","3839","IN","FORT WAYNE","46804"
"2019","INTELLIHOT INC","1","0","0","0","33","5024","IL","GALESBURG","61401"
"2019","SIMPLY WELL INC FKA VIVERAE INC","0","0","3","1","54","8002","TX","DALLAS","75231"
"2019","HAINES CITY HMA URGENT CARE LLC","0","1","0","0","62","1931","FL","KISSIMMEE","34746"
"2019","THE INDIANA CLINIC SUPPORT SERVICE","2","0","0","0","62","5448","IN","INDIANAPOLIS","46204"
"2019","F&I ADMINISTRATION SOLUTION LLC","1","0","1","0","54","7262","IL","LOMBARD","60148"
"2019","ALI RAZA LLC","0","0","1","0","44","7588","NV","LAS VEGAS","89119"
"2019","HEARTHSIDE FOOD SOLUTIONS LLC","0","0","1","0","31","8653","IL","DOWNERS GROVE","60515"
"2019","ADVALENT CORPORATION","1","1","0","0","54","9053","MA","WESTBOROUGH","01581"
"2019","DNANEXUS INC","0","0","1","0","54","3063","CA","MOUNTAIN VIEW","94040"
"2019","AMERICAN AG ENERGY INC","1","0","0","0","11","4284","MA","BELMONT","02478"
"2019","BLOOMREACH INC","1","0","1","0","54","7993","CA","MOUNTAIN VIEW","94041"
"2019","LITTLE CHOPIN MUSIC SCHOOL INC DBA","1","0","0","0","61","8199","CA","GARDEN GROVE","92843"
"2019","AMERRA CAPITAL MANAGEMENT LLC","1","0","1","0","52","1845","NY","NEW YORK","10036"
"2019","NEWHAVEN DISPLAY INTERNATIONAL INC","1","0","0","0","33","1860","IL","ELGIN","60124"
"2019","SENIOR REHAB SOLUTIONS LLC","3","0","0","0","62","4829","TX","DALLAS","75201"
"2019","CLINPHARMA CONSULTING GLOBAL GROUP","4","5","2","0","54","5623","DE","WILMINGTON","19801"
"2019","CLINPHARMA CONSULTING GLOBAL GROUP","0","0","2","0","54","5623","NJ","EAST BRUNSWICK","08816"
"2019","CLINPHARMA CONS GLOBAL GROUP LLC","0","0","1","0","54","5623","NJ","PRINCETON","08540"
"2019","MEDIXSOFT INC","0","0","3","0","54","1820","TX","LEWISVILLE","75057"
"2019","ARYA GLOBAL INC","0","2","0","0","54","3183","GA","DULUTH","30096"
"2019","APPLICO","1","0","0","0","54","3591","NY","NEW YORK","10010"
"2019","TCS E-SERVE AMERICA INC","0","0","2","5","52","4427","MD","ROCKVILLE","20850"
"2019","LITTLE MONSTER INC","1","0","0","0","54","8732","NJ","TENAFLY","07670"
"2019","AMBER KINETICS INC","2","0","2","0","33","9047","CA","UNION CITY","94587"
"2019","ANDREW J BAROVICK PC","0","0","1","0","54","9472","NY","WEST HARRISON","10604"
"2019","KARBONE INC","0","0","1","0","54","0000","NY","NEW YORK","10017"
"2019","MOREBACK CPA LLC","0","0","2","0","54","5644","IL","CHICAGO","60616"
"2019","VOLORIDGE INVESTMENT MGMT LLC","0","1","0","0","52","2853","FL","JUPITER","33477"
"2019","WOLFRAM ALPHA LLC","0","0","1","0","51","5407","IL","CHAMPAIGN","61820"
"2019","WOLFRAM ALPHA LLC","1","1","0","0","54","5407","IL","CHAMPAIGN","61820"
"2019","WACKER POLYSILICON NA LLC","1","0","1","0","32","7075","TN","CHARLESTON","37310"
"2019","MB2 DENTAL SOLUTIONS LLC","1","0","0","0","62","7971","TX","CARROLLTON","75006"
"2019","HSK TECHNOLOGIES INC","1","6","7","4","54","2215","NJ","PISCATAWAY","08854"
"2019","MOLECULAR TEMPLATES INC","0","0","1","0","54","6035","TX","AUSTIN","78729"
"2019","MERCATOR XXI LLC","2","0","0","0","54","2850","DC","WASHINGTON","20004"
"2019","ECS CONSULTING LLC","0","0","1","0","54","4723","TX","HOUSTON","77077"
"2019","HERO DENTAL OF DENVER PC","0","0","1","0","62","7140","CO","COLORADO SPRINGS","80909"
"2019","BIGCOMMERCE INC","3","0","4","1","51","7177","TX","AUSTIN","78726"
"2019","COMPNOVA LLC","1","3","1","1","54","7449","TX","RICHARDSON","75080"
"2019","SUSTAINABILITY ENGINEERING GRP LLC","1","0","0","0","54","8987","AZ","SCOTTSDALE","85260"
"2019","MORGAN STANLEY SMITH BARNEY LLC","4","1","14","2","52","0844","NY","NEW YORK","10036"
"2019","TWIN TOWN EVENTS D/B/A LIVE DESIGN","0","0","1","0","54","1226","MN","EAGAN","55122"
"2019","PEXCO LLC","0","0","1","1","32","3543","WA","TACOMA","98424"
"2019","ALPHASENSE INC","1","0","0","0","51","4106","NY","NEW YORK","10003"
"2019","SERVICE NET WARRANTY LLC","0","0","1","0","52","8522","NY","NEW YORK","10038"
"2019","LMB MORTGAGE SERVICES INC","1","0","1","0","54","8547","CA","PLAYA VISTA","90094"
"2019","LMB MORTGAGE SVCS INC","2","0","0","0","99","8547","CA","PLAYA VISTA","90094"
"2019","NUXEO CORPORATION","0","0","1","0","54","9374","NY","BROOKLYN","11201"
"2019","IMMANUEL HOSPICE INC","0","0","0","1","62","4053","CA","ARCADIA","91006"
"2019","ACCESS PLUS REHAB LLC","0","0","1","0","54","7581","MI","DETROIT","48228"
"2019","ARZEDA COPORATION","1","0","0","0","99","9048","WA","SEATTLE","98119"
"2019","ACADIA DENTAL MANAGEMENT LLC","0","0","2","0","62","9494","MD","HAGERSTOWN","21740"
"2019","NDVOR SOLUTIONS LLC","4","1","1","2","54","9970","NJ","LAWRENCE TOWNSHIP","08648"
"2019","DNT ASSOCIATES INC","0","0","1","0","62","3079","WI","WEST ALLIS","53219"
"2019","ASCEND PERFORMANCE MATERIALS OPERA","0","0","1","0","32","5777","TX","HOUSTON","77002"
"2019","RAJA S MEHDI MD PLLC DBA HOPE C","0","0","1","0","62","9331","NV","LAS VEGAS","89103"
"2019","ONCOLOGY REHAB INC","0","0","1","0","62","9947","CO","CENTENNIAL","80111"
"2019","CAPSPIRE INC","0","0","2","0","54","8301","AR","FAYETTEVILLE","72701"
"2019","AAXA TECHNOLOGIES INC","0","0","1","0","33","3275","CA","IRVINE","92614"
"2019","ISM ASSO INC","0","1","0","0","54","5562","IL","CHICAGO","60604"
"2019","SAM ANALYTIC SOLUTIONS LLC D/B/A S","1","0","0","0","54","5892","NC","CARY","27513"
"2019","ANGLEPOINT GROUP INC","1","0","2","0","54","6182","CA","SANTA CLARA","95054"
"2019","YOUNGSUN & ESSEN CORPORATION","0","1","0","0","32","9851","TX","SUGAR LAND","77478"
"2019","NOMURA AMERICA SERVICES LLC","21","3","17","0","54","1009","NY","NEW YORK","10019"
"2019","BRUNDIDGE AND STANGER P C","1","0","0","0","54","1114","VA","ALEXANDRIA","22314"
"2019","THINKSTEP INC","1","0","0","0","54","3970","MA","BOSTON","02109"
"2019","TECHNO CUBES INC","1","0","0","0","54","4238","OH","LEWIS CENTER","43035"
"2019","MEMORIAL PHYSICIANS PLLC","0","0","1","0","62","9419","WA","YAKIMA","98902"
"2019","CIT BANK NA","2","1","15","1","52","2801","NJ","LIVINGSTON","07039"
"2019","EAST POINT ACADEMY","2","0","5","0","61","4008","SC","WEST COLUMBIA","29169"
"2019","AJI LLC DBA CA INTL GOLF ACADEMY","0","0","2","0","61","4116","CA","SAN DIEGO","92111"
"2019","SHARKLET TECHNOLOGIES INC","1","0","0","0","54","5604","CO","AURORA","80045"
"2019","C & L GLOBAL INC","1","1","0","0","48","6746","NJ","RIDGEFIELD","07657"
"2019","MOOFWD INC","0","0","1","0","54","8468","NJ","PRINCETON","08540"
"2019","LAULETTA BIRNBAUM LLC","1","0","0","0","54","1553","NJ","SEWELL","08080"
"2019","XSOLLA USA INC","0","2","0","0","52","1913","CA","SHERMAN OAKS","91403"
"2019","XSOLLA USA INC","0","0","1","0","54","1913","CA","SHERMAN OAKS","91403"
"2019","GEVAL6 INC","1","0","0","0","54","9608","IL","HOFFMAN ESTATES","60169"
"2019","SLACK TECHNOLOGIES INC","1","0","0","0","51","0325","CA","SAN FRANCISCO","94105"
"2019","SLACK TECHNOLOGIES INC","2","0","37","2","54","0325","CA","SAN FRANCISCO","94105"
"2019","ENLIGHTED INC","0","0","5","1","33","1097","CA","SUNNYVALE","94085"
"2019","BROMIDE MINING LLC","0","0","1","0","21","7331","FL","MIAMI","33130"
"2019","GSM SOFTWARE TECHNOLOGIES INC","0","0","0","2","54","0073","FL","TAMPA","33647"
"2019","JUN WANG ASSOCIATES PC","0","0","1","0","54","0756","NY","NEW YORK","10036"
"2019","ZENDESK INC","15","1","14","0","54","1091","CA","SAN FRANCISCO","94103"
"2019","SPECTRAL MD INC","2","1","0","0","33","2146","TX","DALLAS","75201"
"2019","MECHON HADAR","1","0","0","0","61","2164","NY","NEW YORK","10023"
"2019","PHUNWARE INC","0","0","3","0","51","3774","TX","AUSTIN","78757"
"2019","PAYOFF INC DBA HAPPY MONEY","0","0","1","0","51","9538","CA","COSTA MESA","92626"
"2019","PAYOFF INC DBA HAPPY MONEY","4","0","1","0","81","9538","CA","COSTA MESA","92626"
"2019","CAPSQUARE SYSTEMS INC","0","0","1","0","54","7533","MI","TROY","48083"
"2019","CAPSQUARE SYSTEMS INC","1","0","10","3","56","7533","MI","TROY","48083"
"2019","CONEXESS GROUP LLC","0","0","1","1","54","8255","MI","PLYMOUTH","48170"
"2019","BACKYARD BRAINS","0","0","1","0","99","8542","MI","ANN ARBOR","48104"
"2019","MACYS MERCHANDISING CORPORATION","0","0","1","0","45","8834","CA","SAN FRANCISCO","94107"
"2019","MACY'S MERCHANDISING CORPORATION","0","0","1","0","99","8834","CA","SAN FRANCISCO","94107"
"2019","CONNECTMYEV, INC","0","0","1","0","33","9174","CA","FREMONT","94539"
"2019","RETHINK LLC","1","0","0","0","52","9596","SC","MOUNT PLEASANT","29464"
"2019","AD ENERGY LLC","1","0","0","0","22","0933","NJ","PRINCETON","08542"
"2019","THOMPSON PATENT LAW OFFICES PC","1","0","0","0","54","3032","TX","CEDAR PARK","78613"
"2019","YUAN ZHENG ASSOCIATES LLC","1","0","2","0","54","4712","NY","FLUSHING","11354"
"2019","TUNE INC","1","0","2","0","51","7715","WA","SEATTLE","98121"
"2019","KABBAGE INC","2","0","5","1","52","8761","GA","ATLANTA","30308"
"2019","RAM INFO LLC","0","0","1","0","54","8772","CO","AURORA","80016"
"2019","EJAMERICA","6","2","0","0","54","1109","CA","IRVINE","92614"
"2019","ONEZERO FINANCIAL SYSTEMS LLC","1","0","0","0","54","4395","MA","BOSTON","02210"
"2019","7AC TECHNOLOGIES INC","0","0","1","0","33","6651","MA","BEVERLY","01915"
"2019","COREPATH LABORATORIES PA","1","0","0","0","62","0440","TX","SAN ANTONIO","78229"
"2019","ALTISOURCE SOLUTIONS INC","2","0","3","2","53","0651","GA","ATLANTA","30328"
"2019","TEXSYS LLC","0","2","0","0","54","0849","IL","AURORA","60502"
"2019","ZETTASET INC","0","0","2","0","54","1560","CA","MOUNTAIN VIEW","94043"
"2019","WILLIAM J PELTIER & ASSO INC","1","0","0","0","99","2823","GA","LAWRENCEVILLE","30046"
"2019","RSTUDIO INC","1","0","1","0","54","7115","MA","BOSTON","02210"
"2019","TANGO NETWORKS INC","0","0","2","0","54","7449","TX","FRISCO","75034"
"2019","MALONEBAILEY LLP","6","0","0","0","54","8568","TX","HOUSTON","77042"
"2019","NGI CAPITAL INC D B A APEX IT","3","0","2","0","54","9572","MN","COTTAGE GROVE","55016"
"2019","COPPERCONE INC","5","0","2","3","54","1759","CA","SANTA CLARA","95051"
"2019","SOFTWARE PROGRAMMING GROUP LLC","5","3","6","1","54","5656","NJ","PISCATAWAY","08854"
"2019","STEM INC","2","1","1","0","54","6193","CA","MILLBRAE","94030"
"2019","RYM FOODS","0","0","0","1","72","7392","NY","NEW YORK","10004"
"2019","MD4 FRONT LLC","1","0","0","0","54","8661","NJ","EAST BRUNSWICK","08816"
"2019","SPONTANEOUS NETWORKS INC","0","1","0","0","54","9455","GA","ATLANTA","30338"
"2019","ATHLETIC PROPULSION LABS LLC","0","1","0","0","44","1877","CA","BEVERLY HILLS","90212"
"2019","RSJ LLC","1","0","0","0","52","3257","IA","AMES","50010"
"2019","DENTAL DREAMS LLC","1","0","4","0","62","3801","IL","CHICAGO","60654"
"2019","YUTECHS LLC","1","0","0","0","51","4544","CA","FOLSOM","95630"
"2019","RJA ASSET MANAGEMENT LLC","0","0","1","0","52","6816","CT","DARIEN","06820"
"2019","NOBLE TECHNOLOGIES CORP DBA NOBLET","1","0","0","0","54","3425","OH","WOOSTER","44691"
"2019","REFLEXION MEDICAL INC","0","0","1","0","33","7874","CA","HAYWARD","94545"
"2019","SAGE BIONETWORKS","2","0","0","0","54","9946","WA","SEATTLE","98121"
"2019","ITCON SERVICES LLC","0","1","0","0","51","1365","DC","WASHINGTON","20024"
"2019","INTELEX SYSTEMS INC","1","3","0","0","54","3092","CA","WOODLAND HILLS","91367"
"2019","HINGE DIGITAL LLC","0","0","1","0","51","2839","OR","PORTLAND","97205"
"2019","RMP GROUP LLC","0","0","1","0","52","6482","FL","ORLANDO","32835"
"2019","KONCERT IT SOLUTIONS LLC","0","0","1","0","54","6510","OH","CINCINNATI","45202"
"2019","KONCERT IT SOLUTIONS LLC","0","0","3","1","54","6510","OH","CINCINNATI","45242"
"2019","TARANA WIRELESS INC","0","0","1","0","54","7702","CA","SANTA CLARA","95054"
"2019","IT MANAGEMENT CORPORATION","0","1","0","0","54","8448","CA","SANTA CLARA","95054"
"2019","UNLIMITED PCS GEORGIA LLC","0","0","1","0","51","3577","GA","ATLANTA","30341"
"2019","UNITY TECHNOLOGIES SF","12","0","15","0","51","6105","CA","SAN FRANCISCO","94103"
"2019","WONDFO USA CO LTD","1","0","0","0","42","7141","IL","WILLOWBROOK","60527"
"2019","WONDFO USA CO LTD","0","0","2","0","54","7141","IL","WILLOWBROOK","60527"
"2019","WONDFO USA CO LTD","0","0","1","0","62","7141","IL","WILLOWBROOK","60527"
"2019","EARLY LEARNING ACADEMY GULLS COVE","0","0","0","1","61","2042","NJ","JERSEY CITY","07302"
"2019","HTO ARCHITECT PLLC","0","0","1","0","54","3444","NY","NEW YORK","10001"
"2019","AMA ENGINEERS LLC","1","0","0","0","54","5032","VA","FAIRFAX","22030"
"2019","BOXLIGHT CORPORATION","0","0","0","1","42","7247","GA","LAWRENCEVILLE","30043"
"2019","BRAIN CORPORATION","4","0","1","0","54","1781","CA","SAN DIEGO","92121"
"2019","VANTIV LLC","0","0","10","0","52","5957","OH","CINCINNATI","45249"
"2019","APEX CLEAN ENERGY INC","1","0","0","0","54","6778","VA","CHARLOTTESVILLE","22902"
"2019","CLARITY SOLUTIONS GROUP LLC","0","0","1","0","54","8326","NY","NEW YORK","10012"
"2019","CLARITY SOLUTIONS GROUP LLC","1","0","0","0","99","8326","NY","NEW YORK","10012"
"2019","DYNAMICS RESOURCES INC","5","6","8","2","54","9736","IL","VERNON HILLS","60061"
"2019","GEMS AMERICAS INC","1","0","0","0","92","2237","NY","NEW YORK","10018"
"2019","PINE BROOK PHARMACY LLC D B A PINE","0","0","1","0","44","6906","FL","BROOKSVILLE","34613"
"2019","PEAKSTONE GROUP LLC","1","0","0","0","52","9443","IL","CHICAGO","60654"
"2019","INFOLOB SOLUTIONS INC","4","6","29","12","54","0756","TX","IRVING","75039"
"2019","SPECTRUM BEHAVIORAL PC","0","0","1","0","62","2731","CT","STAMFORD","06905"
"2019","TAKEDA PHARMACEUTICALS INTERNATION","1","0","0","0","32","9051","IL","DEERFIELD","60015"
"2019","TEKSHAPERS INC","0","0","8","1","54","2173","MI","TROY","48083"
"2019","TPG OPPORTUNITIES PARTNERS LP","2","0","0","0","52","3078","NY","NEW YORK","10106"
"2019","LLYTECH INC","1","0","0","0","42","3928","TX","HOUSTON","77041"
"2019","SNAPIOT INC","0","0","1","0","54","4276","CA","SAN DIEGO","92127"
"2019","RENEWABLE CONCEPTS INC","0","0","1","0","33","5295","KS","ALTOONA","66710"
"2019","DYNAMIC CONTRACTING INC","1","0","0","0","99","6507","DC","WASHINGTON","20018"
"2019","XALT ENERGY MI LLC","2","0","0","0","33","7441","MI","MIDLAND","48640"
"2019","N SQUARE INTERNATIONAL INC","0","1","0","0","54","8150","TX","ROUND ROCK","78665"
"2019","GEO SEMICONDUCTOR INC","2","0","1","0","33","9952","CA","SAN JOSE","95110"
"2019","HORIZON SCIENCE ACADEMY LORAIN INC","3","0","2","0","61","4311","OH","LORAIN","44052"
"2019","PROTOCOL INFOTECH INC","0","21","1","1","54","5334","FL","DORAL","33126"
"2019","PROTOCOL INFOTECH INC","0","3","0","0","54","5334","FL","DORAL","33166"
"2019","PROTOCOL INFOTECH INC","0","10","1","3","54","5334","FL","MIAMI","33126"
"2019","PROTOCOL INFOTECH INC","0","2","0","1","54","5334","FL","MIAMI","33166"
"2019","ESALON COM LLC","0","0","1","0","99","5127","CA","EL SEGUNDO","90245"
"2019","INPATIENT SVCS OF NC PC AKA ENVISI","2","0","0","0","62","8579","PA","CONSHOHOCKEN","19428"
"2019","PROFUSA INC","0","0","1","0","99","9529","CA","SOUTH SAN FRANCISCO","94080"
"2019","HERITAGE HEALTH FOOD INC","1","0","0","0","31","0749","TN","OOLTEWAH","37363"
"2019","STRUCTURESMITH LLC","1","0","0","0","54","3936","VA","CARROLLTON","23314"
"2019","CODE GENESYS LLC","0","0","1","0","54","5906","GA","MARIETTA","30067"
"2019","HHE INVESTMENT INC","0","0","1","0","53","8905","CA","SAN JOSE","95117"
"2019","LOANDEPOT COM LLC","3","2","2","1","52","9244","CA","FOOTHILL RANCH","92610"
"2019","KEY LIME INTERACTIVE LLC","1","0","0","0","54","9996","FL","MIAMI","33166"
"2019","CHRIST CHURCH OF SAN FRANCISCO","0","0","0","1","99","2453","CA","SAN FRANCISCO","94121"
"2019","AUTO INVESTMENT ENTERPRISES CORP","0","1","0","0","44","5251","CA","SOUTH EL MONTE","91733"
"2019","SOVEREIGN CONSTRUCTION & DEVELOPME","0","1","0","0","23","5426","GA","ATLANTA","30312"
"2019","RESEARCH SQUARE INC","0","0","0","1","52","7833","NY","NEW YORK","10005"
"2019","MINT DENTISTRY PLLC","3","1","2","0","62","9067","TX","DALLAS","75206"
"2019","INFINITY INTERNET MARKETING INC DB","1","0","0","0","56","1373","TX","HOUSTON","77092"
"2019","CABLE MATTERS INC","1","0","0","0","45","4399","MA","SOUTHBOROUGH","01772"
"2019","VNR MGMT LLC D/B/A DAYS INN SAN FR","0","1","0","0","72","8802","CA","SAN DIEGO","92131"
"2019","ENERGY SQUARED L L C","2","0","0","0","54","1937","NJ","PRINCETON","08540"
"2019","YELLOWSTONE CAPITAL LLC","1","0","0","0","56","2083","NJ","JERSEY CITY","07302"
"2019","WELLTOK INC","3","0","4","1","54","2137","CO","DENVER","80202"
"2019","SILLER HELICOPTERS INC","0","0","1","0","48","3433","CA","YUBA CITY","95991"
"2019","BLUE SPARQ INC","2","0","0","0","54","3906","FL","CAPE CORAL","33909"
"2019","LONDON TRUST MEDIA INC","1","0","0","0","54","1262","CO","DENVER","80237"
"2019","BARSNESS SOLUTIONS LLC D B A FJORG","0","0","1","0","54","1427","MN","MINNEAPOLIS","55401"
"2019","STARTOUT","1","0","0","0","81","4162","CA","SAN FRANCISCO","94111"
"2019","JAVELIN SYSTEMS INC","1","0","2","0","54","5142","OH","DUBLIN","43017"
"2019","VENSIT CORP","6","3","9","2","54","5762","NJ","SAYREVILLE","08872"
"2019","NEW DEAL LLC DBA AGAINST ALL ODDS","0","0","0","1","44","0235","NJ","FORT LEE","07024"
"2019","RAINBOW CHILD DEV CTR INC","0","1","0","0","99","2638","NY","FLUSHING","11355"
"2019","BEIJING TONG REN TANG MING QI GR L","1","0","0","0","62","2657","NY","NEW YORK","10016"
"2019","CRITICAL STRUCTURES INC","1","0","0","0","54","4712","CA","LONG BEACH","90804"
"2019","PLANCK HOLDINGS LLC","0","0","1","0","21","5130","WV","BECKLEY","25801"
"2019","EYECARE PRIME LLC","0","0","1","0","54","5729","CA","PLEASANTON","94588"
"2019","EPCOT TECHNOLOGIES INC","2","2","3","3","54","9607","IL","ARLINGTON HEIGHTS","60005"
"2019","OBXTEK INC","0","0","1","0","54","2377","VA","TYSONS CORNER","22182"
"2019","OBXTEK INC","0","0","1","0","54","2377","VA","VIENNA","22182"
"2019","NMS CAPITAL ASSET MANAGEMENT INC","0","0","0","1","52","3699","CA","BEVERLY HILLS","90210"
"2019","CJGO FULFILLMENT INC D/B/A COFFEEA","0","1","0","0","31","4447","GA","CANTON","30115"
"2019","ADITI CONSULTING LLC","5","1","2","0","56","6792","WA","BELLEVUE","98004"
"2019","ADITI CONSULTING LLC","0","0","1","0","56","6792","WA","BELLEVUE","98005"
"2019","SUSTAINABLE INVESTMENT GROUP LLC S","1","0","0","0","54","9742","GA","ATLANTA","30342"
"2019","RESTORE REHAB SERVICES LLC","2","0","3","0","62","0987","TX","HOUSTON","77084"
"2019","DESIGN IMPACT","0","0","1","0","54","2578","OH","CINCINNATI","45227"
"2019","STONECASTLE CASH MANAGEMENT LLC","1","0","1","0","52","5663","NY","NEW YORK","10019"
"2019","PRICETRACE LLC DBA DEALMOON","1","3","3","0","51","9947","TX","RICHARDSON","75081"
"2019","DIMENSION CONSULTING","0","1","1","1","54","2507","CA","SAN DIEGO","92101"
"2019","PINEBRIDGE INVESTMENTS HOLDINGS US","0","0","3","0","52","2666","NY","NEW YORK","10022"
"2019","SHADE VFX","0","0","1","0","54","5761","CA","SANTA MONICA","90404"
"2019","KTM RESEARCH LLC","1","0","0","0","54","6997","OR","TUALATIN","97062"
"2019","HERMAN CONSTRUCTION GRP INC","1","0","0","0","23","9448","CA","ESCONDIDO","92029"
"2019","ATSC LLC","0","0","2","0","61","0714","NJ","RANDOLPH","07869"
"2019","MOTIVITY LABS INC","0","2","1","0","54","3665","TX","IRVING","75039"
"2019","CHSI TECHNOLOGIES CORP","0","0","0","1","33","3915","NV","HENDERSON","89074"
"2019","PARAB CONSULTING GR INC DBA PCGI","0","0","1","0","54","6904","MD","POTOMAC","20854"
"2019","PARAB CONSULTING GR INC DBA PCGI","2","0","0","0","54","6904","MD","ROCKVILLE","20850"
"2019","SCANDINAVIAN LLC","1","0","0","0","23","0696","UT","PARK CITY","84098"
"2019","TODAYS GROWTH CONSULTANT INC DBA I","1","0","0","0","54","0950","PA","LANCASTER","17603"
"2019","AFFECTIVA INC","0","0","3","0","54","1073","MA","BOSTON","02108"
"2019","RECURRENT ENERGY DEVELOPMENT HOLDI","1","0","1","0","23","4196","CA","WALNUT CREEK","94597"
"2019","GOLDIN GROUP LLC","1","0","0","0","54","4278","MD","BETHESDA","20814"
"2019","TWO95 INTERNATIONAL","5","0","10","0","54","6905","NJ","CHERRY HILL","08034"
"2019","MOTIVATE DESIGN LLC","0","0","1","0","54","7946","NY","NEW YORK","10038"
"2019","FARRAGUT SYSTEMS INC","0","0","1","0","54","0241","NC","DURHAM","27713"
"2019","ACCELALPHA INC","0","0","4","0","54","1177","WA","BELLEVUE","98005"
"2019","WESTCHESTER MEDICAL CENTER ADVANCE","0","0","2","0","62","9927","NY","HAWTHORNE","10532"
"2019","NAMCHAK LLC","0","0","1","0","81","2157","MT","MISSOULA","59801"
"2019","CLEAR CORP","1","1","0","0","54","2640","IL","CHICAGO","60654"
"2019","YOTTAA INC","1","0","0","0","51","3506","MA","WALTHAM","02451"
"2019","EXPERITY INC","0","1","0","0","54","7373","IL","NAPERVILLE","60564"
"2019","EQUINOX IT SOLUTIONS LLC","0","15","0","0","54","7861","TX","DALLAS","75243"
"2019","EQUINOX IT SOLUTIONS LLC","1","26","7","1","54","7861","TX","DALLAS","75247"
"2019","RAAG LLC DBA RAQUEL ALLEGRA","0","0","2","0","31","9785","CA","LOS ANGELES","90014"
"2019","FLOW TRADERS US LLC","0","0","2","0","52","0866","NY","NEW YORK","10036"
"2019","LUCID SOFTWARE INC","12","1","0","0","54","7100","UT","SOUTH JORDAN","84095"
"2019","ZION CONTRACTING LLC","1","0","0","0","23","7225","NY","LYNBROOK","11563"
"2019","STEEL HOUSE INC","0","0","3","0","54","1839","CA","CULVER CITY","90232"
"2019","PROLIFIC INTERACTIVE LLC","2","0","1","0","54","5428","NY","BROOKLYN","11201"
"2019","U BLOX SAN DIEGO INC","1","0","1","0","33","5607","CA","SAN DIEGO","92130"
"2019","STANTON PUBLIC RELATIONS & MARKETI","0","0","1","0","54","5720","NY","NEW YORK","10022"
"2019","TRANSOM CONSULTING GRP","1","0","0","0","54","9002","CA","LOS ANGELES","90048"
"2019","TRANSOM CONSULTING GROUP LLC","1","0","1","0","54","9002","CA","LOS ANGELES","90067"
"2019","YINZCAM INC","7","0","0","0","54","9771","PA","PITTSBURGH","15206"
"2019","YINZCAM INC","1","0","0","0","54","9771","PA","PITTSBURGH","15232"
"2019","CONVO COMMUNICATIONS LLC","0","0","0","1","54","1776","TX","AUSTIN","78741"
"2019","SANKALP USA INC","1","0","0","0","54","2343","CA","PALO ALTO","94303"
"2019","TRUMPET BEHAVIORAL HEALTH","0","0","1","0","62","3045","CO","DENVER","80228"
"2019","H MART EDISON LLC","1","0","0","0","44","3577","NJ","EDISON","08817"
"2019","DOCASAP INC","1","0","2","0","54","3954","VA","ASHBURN","20148"
"2019","DOCASAP INC","2","0","0","0","99","3954","VA","ASHBURN","20148"
"2019","DOCASAP INC","0","0","1","0","99","3954","VA","BROADLANDS","20148"
"2019","IVY LABS EDUCATION INC","1","0","1","0","61","4848","CT","NEW HAVEN","06510"
"2019","CADREON LLC","1","0","0","0","54","7075","NY","NEW YORK","10001"
"2019","COUNCIL ROCK ENTERPRISES LLC","1","0","0","0","54","9772","NY","ROCHESTER","14614"
"2019","DM CONNECT LLC DBA THE DUMONT PROJ","0","0","1","0","54","0906","CA","MARINA DEL REY","90292"
"2019","LONZA HOUSTON INC","0","0","1","0","99","1027","TX","HOUSTON","77047"
"2019","LONZA HOUSTON INC","3","0","1","0","32","1027","TX","HOUSTON","77054"
"2019","WOMENS CANCER AND SURGICAL CARE PC","0","1","0","0","62","1633","NM","ALBUQUERQUE","87109"
"2019","TOSOLINI LAMURA RASILE & TONIUTTI","0","1","0","0","54","2151","NY","NEW YORK","10018"
"2019","SOUTHEASTERN REGIONAL PHYSICIAN","1","0","1","0","62","2805","NC","LUMBERTON","28358"
"2019","WHATSAPP INC","6","0","0","0","54","3400","CA","MENLO PARK","94025"
"2019","WHATSAPP INC","5","0","14","0","99","3400","CA","MENLO PARK","94025"
"2019","RECOVER HEALTH SERVICES LLC","0","1","0","0","62","6106","MN","MINNETONKA","55343"
"2019","CINSAY INC","1","0","0","0","51","6241","TX","DALLAS","75240"
"2019","ASPIRE PHARMACEUTICALS INC","0","0","1","0","32","8954","NJ","SOMERSET","08873"
